"user_id","activity_date","product_group","n_purchases","gold_spend"
96470,2024-11-02,"Weapon",1,2189
92949,2024-11-28,"Weapon",1,66
94271,2024-11-28,"Weapon",1,45
76775,2024-11-28,"Weapon",3,8406
87726,2024-11-28,"Weapon",2,30
83696,2024-11-28,"Boost",1,98
78486,2024-11-28,"Weapon",1,5
76141,2024-11-30,"Weapon",1,343
80575,2024-11-30,"Boost",2,150
90692,2024-11-30,"Boost",2,30
83925,2024-12-25,"Weapon",1,539
94407,2024-12-25,"Boost",5,378
89918,2024-12-25,"Weapon",20,29861
73854,2024-12-25,"Boost",4,105
73189,2024-10-03,"Boost",1,45
93308,2024-11-21,"Weapon",1,500
94665,2024-11-21,"Weapon",2,242
94381,2024-11-21,"Weapon",1,777
76429,2024-11-21,"Weapon",2,1946
79275,2024-11-21,"Weapon",1,735
86790,2024-11-21,"Boost",12,3744
76164,2024-11-16,"Gear",2,23625
83864,2024-11-16,"Boost",6,720
77728,2024-11-17,"Weapon",2,96
76563,2024-11-17,"Boost",3,175
89147,2024-11-17,"Boost",2,180
76718,2024-12-12,"Boost",1,10
71881,2024-12-12,"Weapon",1,34
70080,2024-12-12,"Weapon",1,24
96954,2024-12-21,"Boost",2,119
77370,2024-12-21,"Weapon",3,13500
85876,2024-12-21,"Boost",1,48
85311,2024-12-21,"Weapon",3,438
80251,2024-12-21,"Weapon",1,224
92574,2024-10-16,"Boost",2,42
80498,2024-11-12,"Weapon",1,66
76076,2024-11-12,"Weapon",1,18
93365,2024-11-14,"Weapon",1,5373
93842,2024-11-14,"Boost",2,90
86776,2024-11-14,"Boost",1,75
82363,2024-11-14,"Weapon",1,1900
70461,2024-11-14,"Boost",2,360
84152,2024-11-14,"Weapon",1,15
72086,2024-11-14,"Weapon",1,28
80430,2024-11-26,"Weapon",1,1100
78486,2024-11-26,"Weapon",1,12
73481,2024-11-26,"Weapon",5,4190
73113,2024-11-26,"Weapon",2,110
77765,2024-11-26,"Boost",2,180
82032,2024-10-19,"Weapon",2,70
92025,2024-10-17,"Weapon",8,684
85169,2024-10-17,"Boost",2,90
80129,2024-10-17,"Boost",1,28
76061,2024-10-17,"Boost",1,161
87951,2024-12-14,"Weapon",1,414
96469,2024-12-14,"Boost",1,300
73500,2024-11-27,"Weapon",1,441
80566,2024-11-27,"Weapon",11,51700
92356,2024-12-07,"Weapon",1,1176
77691,2024-12-07,"Weapon",9,960
79937,2024-12-07,"Weapon",1,1100
97524,2024-12-07,"Weapon",1,588
71261,2024-12-16,"Weapon",1,504
94007,2024-12-16,"Boost",2,154
93217,2024-12-16,"Gear",1,3300
82670,2024-12-16,"Weapon",2,30
91664,2024-12-16,"Boost",1,111
84223,2024-10-10,"Weapon",1,20
97435,2024-10-12,"Boost",1,6
97073,2024-12-05,"Boost",3,812
95239,2024-12-05,"Boost",1,28
84623,2024-12-30,"Gear",1,5500
73939,2024-12-30,"Boost",5,360
75625,2024-12-30,"Boost",1,117
95840,2024-12-30,"Weapon",2,180
78159,2024-12-30,"Boost",1,5
75167,2024-12-30,"Boost",1,20
81307,2024-12-30,"Weapon",3,11
81330,2024-10-27,"Weapon",1,108
96888,2024-10-29,"Weapon",1,210
73405,2024-10-29,"Weapon",2,264
88364,2024-10-29,"Weapon",1,36
75237,2024-10-01,"Boost",1,2500
75783,2024-11-24,"Boost",3,888
91501,2024-11-24,"Weapon",1,1558
73298,2024-11-24,"Boost",2,180
78052,2024-11-24,"Weapon",1,126
93759,2024-11-24,"Weapon",1,294
90041,2024-10-21,"Boost",1,28
70481,2024-10-21,"Weapon",1,149
74315,2024-10-21,"Boost",3,120
76021,2024-12-20,"Boost",2,450
82948,2024-12-20,"Boost",1,160
83736,2024-12-20,"Weapon",1,396
77060,2024-11-04,"Boost",1,224
87000,2024-11-04,"Weapon",1,900
96992,2024-11-04,"Boost",3,44
70404,2024-11-08,"Boost",5,10700
70533,2024-10-23,"Weapon",1,343
72259,2024-10-23,"Boost",1,42
95285,2024-12-23,"Boost",1,1635
73931,2024-12-23,"Boost",1,858
86939,2024-12-29,"Weapon",1,98
91985,2024-12-29,"Boost",1,12
94834,2024-12-29,"Boost",1,112
72670,2024-12-29,"Boost",3,155
94003,2024-12-29,"Weapon",2,78
86540,2024-12-29,"Weapon",1,6
80066,2024-12-29,"Boost",1,5
82737,2024-12-29,"Gear",2,9289
76924,2024-12-29,"Boost",1,75
92526,2024-10-30,"Boost",1,91
74860,2024-10-30,"Boost",2,135
84089,2024-10-30,"Weapon",1,6
95449,2024-12-13,"Weapon",1,2277
76721,2024-12-13,"Weapon",1,300
86476,2024-12-13,"Weapon",2,396
96510,2024-12-26,"Weapon",3,624
78534,2024-12-26,"Weapon",1,117
74249,2024-11-20,"Weapon",1,216
69451,2024-11-20,"Weapon",2,663
74773,2024-11-20,"Weapon",2,2964
85345,2024-11-20,"Weapon",1,2100
75167,2024-11-20,"Boost",2,187
92934,2024-11-20,"Weapon",3,216
74022,2024-11-20,"Weapon",2,882
71994,2024-11-20,"Boost",1,100
88124,2024-12-04,"Weapon",4,36120
71230,2024-12-04,"Boost",1,174
71633,2024-10-06,"Boost",2,2
80728,2024-11-19,"Boost",1,66
78540,2024-11-19,"Gear",1,14694
82159,2024-12-01,"Boost",1,1782
85290,2024-12-01,"Weapon",2,132
90913,2024-12-01,"Weapon",1,26
93353,2024-12-01,"Weapon",2,3558
80044,2024-10-14,"Boost",3,203
89237,2024-10-31,"Boost",1,64
80761,2024-10-31,"Boost",3,5740
73781,2024-10-31,"Boost",1,135
93754,2024-10-31,"Weapon",1,220
96006,2024-10-31,"Weapon",1,1192
79001,2024-10-31,"Gear",2,95394
92380,2024-10-31,"Boost",3,320
84314,2024-12-10,"Weapon",1,95
71230,2024-12-10,"Weapon",1,686
71613,2024-12-10,"Weapon",1,18
79605,2024-12-10,"Boost",1,75
91031,2024-11-06,"Weapon",1,597
80461,2024-11-06,"Boost",1,88
76031,2024-11-22,"Weapon",1,1176
81526,2024-11-22,"Weapon",2,56
84688,2024-11-22,"Weapon",1,78
91321,2024-11-22,"Weapon",2,216
88106,2024-11-10,"Boost",1,792
88474,2024-11-18,"Weapon",1,28
74315,2024-11-18,"Boost",3,84
74683,2024-11-18,"Weapon",1,69
83332,2024-10-20,"Boost",1,54
82639,2024-10-20,"Boost",1,151
94052,2024-10-07,"Weapon",1,52
93282,2024-10-02,"Boost",4,360
80108,2024-10-02,"Weapon",4,708
79011,2024-12-02,"Weapon",1,110
78565,2024-12-08,"Boost",1,10000
86880,2024-12-08,"Boost",1,16
96852,2024-12-27,"Boost",1,534
74664,2024-12-27,"Boost",3,342
82032,2024-10-25,"Weapon",4,140
71065,2024-10-25,"Boost",1,18
85389,2024-10-25,"Boost",5,132
82663,2024-10-25,"Boost",1,32
85345,2024-11-25,"Weapon",5,315112
71880,2024-11-25,"Weapon",1,1200
79387,2024-11-25,"Weapon",13,42126
81252,2024-11-25,"Weapon",1,79
71294,2024-12-17,"Weapon",1,90
85451,2024-12-17,"Weapon",2,80
72689,2024-12-17,"Weapon",1,6960
82672,2024-12-17,"Boost",1,3500
72024,2024-12-24,"Weapon",3,4200
84428,2024-12-24,"Boost",1,2193
70808,2024-12-24,"Boost",2,116
94069,2024-11-07,"Weapon",1,4050
86262,2024-11-07,"Weapon",3,36630
79583,2024-11-07,"Weapon",17,8780
84742,2024-11-07,"Weapon",1,2
94751,2024-11-07,"Weapon",1,8
81447,2024-11-11,"Boost",1,99
75101,2024-11-11,"Boost",1,14
73460,2024-11-11,"Weapon",1,90
87891,2024-11-11,"Weapon",9,9558
97137,2024-11-11,"Weapon",1,25
93898,2024-11-02,"Boost",2,15
70431,2024-11-28,"Weapon",1,132
83410,2024-11-28,"Weapon",5,3225
88757,2024-11-28,"Boost",1,78
81170,2024-11-28,"Weapon",1,90
84454,2024-11-28,"Weapon",1,48
82385,2024-11-28,"Weapon",2,30
72008,2024-11-28,"Boost",2,25
92269,2024-11-30,"Boost",1,189
73158,2024-12-25,"Boost",1,110
82672,2024-12-25,"Weapon",2,854
76667,2024-12-25,"Weapon",2,345
83332,2024-10-26,"Weapon",1,10
90185,2024-11-21,"Weapon",1,80
80161,2024-11-21,"Weapon",1,1000
76505,2024-11-21,"Boost",2,66
84916,2024-11-21,"Boost",1,126
90024,2024-11-21,"Weapon",2,36
95239,2024-11-16,"Boost",7,1400
72563,2024-11-16,"Boost",5,4756
80741,2024-11-16,"Weapon",2,4188
90123,2024-11-17,"Boost",2,77
70404,2024-11-17,"Gear",1,57189
97175,2024-11-17,"Weapon",1,6
73236,2024-11-17,"Weapon",1,294
79899,2024-11-17,"Boost",2,108
76720,2024-11-17,"Boost",1,75
87193,2024-11-17,"Weapon",4,93
89372,2024-12-12,"Weapon",1,948
70218,2024-12-21,"Weapon",1,1512
75471,2024-12-21,"Gear",1,190200
83114,2024-12-21,"Weapon",1,26
81515,2024-10-16,"Boost",2,45
85901,2024-10-16,"Weapon",2,132
80526,2024-10-16,"Boost",1,21
95916,2024-11-12,"Weapon",1,14
82076,2024-11-12,"Weapon",1,245
80044,2024-11-14,"Weapon",2,200
79387,2024-11-14,"Weapon",2,2384
93280,2024-11-14,"Weapon",2,374
80540,2024-11-26,"Weapon",3,1380
82672,2024-11-26,"Gear",1,129360
71881,2024-11-26,"Weapon",6,9405
86517,2024-11-26,"Weapon",1,18
70808,2024-11-26,"Weapon",1,490
78523,2024-10-19,"Boost",3,1768
86400,2024-10-17,"Weapon",2,222
76594,2024-10-17,"Weapon",1,288
76605,2024-10-17,"Boost",1,2492
93161,2024-10-17,"Boost",2,54
83394,2024-10-17,"Weapon",3,153
95701,2024-12-14,"Weapon",1,16
75954,2024-12-14,"Weapon",1,588
76625,2024-12-14,"Weapon",1,597
83094,2024-11-27,"Weapon",2,1668
87670,2024-11-27,"Boost",1,2
77765,2024-11-27,"Weapon",1,64
84079,2024-11-27,"Weapon",1,2
87406,2024-12-07,"Weapon",4,14685
81552,2024-12-16,"Boost",2,168
81882,2024-12-16,"Weapon",6,24120
86939,2024-12-05,"Weapon",1,528
82734,2024-12-05,"Weapon",4,312
79335,2024-12-05,"Weapon",1,100
74182,2024-12-30,"Boost",1,143
77244,2024-12-30,"Boost",1,117
95704,2024-12-30,"Weapon",1,6
85083,2024-12-30,"Weapon",1,26
92465,2024-12-30,"Boost",1,21
84645,2024-12-30,"Boost",1,9
82776,2024-10-27,"Weapon",3,1122
89839,2024-10-29,"Boost",2,492
87113,2024-10-29,"Weapon",2,54
88267,2024-10-01,"Weapon",1,474
82970,2024-10-01,"Boost",10,7000
87364,2024-11-24,"Weapon",1,27
91692,2024-11-24,"Boost",2,200
93873,2024-10-11,"Boost",3,3576
76146,2024-10-21,"Boost",2,245
95406,2024-12-20,"Weapon",4,198
77124,2024-11-04,"Boost",1,1400
77554,2024-11-04,"Boost",2,20
76813,2024-11-08,"Boost",1,50
88950,2024-11-08,"Boost",1,228
96278,2024-10-23,"Weapon",3,620
70700,2024-10-23,"Weapon",1,12
93214,2024-12-13,"Weapon",1,792
82477,2024-12-13,"Boost",1,1062
76122,2024-12-13,"Weapon",1,192
71742,2024-12-13,"Boost",1,20
70619,2024-12-13,"Weapon",1,28
90732,2024-12-13,"Boost",11,6666
72024,2024-12-23,"Boost",3,6023
91381,2024-12-23,"Weapon",1,196
87162,2024-12-23,"Boost",2,45
88864,2024-12-29,"Boost",1,4717
76357,2024-12-29,"Weapon",2,88
70665,2024-12-29,"Weapon",1,600
89356,2024-12-29,"Boost",1,81
74332,2024-12-29,"Weapon",1,4
76784,2024-12-29,"Weapon",2,549
86381,2024-12-26,"Boost",1,152
75385,2024-12-26,"Weapon",17,251604
95985,2024-12-26,"Boost",1,250
78750,2024-12-26,"Boost",1,15
97229,2024-11-20,"Weapon",1,1500
88941,2024-11-20,"Weapon",1,5850
82533,2024-11-20,"Weapon",2,130
76960,2024-11-20,"Weapon",1,46
92214,2024-11-20,"Boost",2,36
93949,2024-11-20,"Weapon",1,112
81980,2024-12-04,"Weapon",2,208
75799,2024-12-04,"Boost",5,7216
94519,2024-12-04,"Weapon",3,756
92599,2024-11-19,"Boost",1,150
74022,2024-11-19,"Weapon",1,147
70499,2024-12-01,"Boost",1,297
89937,2024-12-01,"Weapon",1,36
80053,2024-10-14,"Weapon",1,5800
83808,2024-10-14,"Weapon",1,700
83776,2024-10-14,"Weapon",1,1911
80527,2024-10-14,"Boost",3,12
92449,2024-10-31,"Boost",1,50
83617,2024-10-31,"Weapon",2,30
96683,2024-10-31,"Boost",2,435
88346,2024-12-10,"Weapon",3,60
69814,2024-12-10,"Weapon",3,1090
86323,2024-12-10,"Weapon",1,1921
96157,2024-12-10,"Weapon",1,400
76565,2024-12-10,"Boost",2,171
82482,2024-12-10,"Boost",1,30
83998,2024-12-10,"Weapon",1,72
76858,2024-12-10,"Weapon",3,300
88124,2024-11-06,"Weapon",1,2900
97424,2024-11-06,"Weapon",1,147
79217,2024-11-06,"Boost",3,2082
74755,2024-11-06,"Boost",1,18
78134,2024-11-22,"Weapon",3,77
94722,2024-11-22,"Weapon",2,12
74366,2024-11-22,"Boost",1,24
81135,2024-11-10,"Boost",1,90
94037,2024-11-10,"Weapon",1,24
89890,2024-11-10,"Boost",4,4360
74745,2024-11-10,"Gear",1,6300
79724,2024-11-10,"Weapon",3,22
80044,2024-11-18,"Weapon",2,207
70218,2024-11-18,"Boost",1,2500
84526,2024-10-20,"Boost",3,45
79979,2024-10-07,"Weapon",1,153
92758,2024-10-07,"Boost",7,224
74149,2024-10-07,"Boost",4,320
83170,2024-10-07,"Weapon",2,30
78706,2024-10-02,"Boost",2,135
92035,2024-10-02,"Boost",2,140
90090,2024-12-02,"Boost",1,490
80970,2024-12-02,"Boost",1,286
92375,2024-12-02,"Weapon",1,441
78179,2024-12-02,"Boost",1,90
83332,2024-12-02,"Boost",1,24
91904,2024-12-08,"Weapon",1,1287
95900,2024-12-08,"Boost",6,192
91381,2024-12-08,"Weapon",1,30
92890,2024-12-08,"Boost",1,129
95181,2024-12-27,"Boost",1,144
92850,2024-12-27,"Weapon",4,36
80385,2024-12-27,"Boost",1,24
80567,2024-12-27,"Weapon",1,8
80690,2024-12-27,"Boost",1,168
97402,2024-12-27,"Weapon",1,700
71869,2024-10-25,"Weapon",2,66
82606,2024-10-25,"Boost",2,203
79291,2024-10-25,"Weapon",1,72
81707,2024-11-25,"Weapon",2,3294
90580,2024-11-25,"Boost",1,99
91386,2024-11-25,"Boost",6,480
94679,2024-12-17,"Weapon",1,1862
96009,2024-12-17,"Weapon",4,8372
92054,2024-12-17,"Boost",1,72
89709,2024-12-17,"Boost",3,225
92088,2024-12-17,"Boost",1,195
95586,2024-12-24,"Boost",3,468
93405,2024-12-24,"Boost",2,92
79732,2024-12-24,"Weapon",1,4193
88359,2024-12-24,"Boost",8,392
92832,2024-12-24,"Boost",1,441
73083,2024-12-24,"Boost",2,100
95151,2024-11-07,"Weapon",3,80
84671,2024-11-07,"Boost",5,366
83463,2024-11-07,"Weapon",3,33
76878,2024-11-07,"Boost",2,337
82064,2024-11-11,"Boost",4,40
80325,2024-11-11,"Weapon",1,196
71945,2024-11-02,"Boost",1,120
79002,2024-11-28,"Weapon",4,78
72641,2024-11-28,"Weapon",1,14
81882,2024-11-28,"Boost",1,2838
82590,2024-11-28,"Weapon",1,12
71517,2024-11-28,"Boost",1,14
77083,2024-12-25,"Weapon",3,154
87078,2024-12-25,"Weapon",1,2189
79325,2024-12-25,"Boost",1,45
72946,2024-12-25,"Boost",5,5885
83993,2024-10-26,"Weapon",1,36
95436,2024-10-26,"Boost",3,198
77585,2024-10-03,"Weapon",4,1914
84546,2024-10-03,"Boost",3,69
83953,2024-11-21,"Boost",3,216
90699,2024-11-21,"Weapon",2,125
69654,2024-11-21,"Weapon",2,180
80813,2024-11-16,"Boost",4,175
93861,2024-11-16,"Weapon",1,10
95739,2024-11-16,"Boost",3,132
79583,2024-11-17,"Boost",5,11343
76779,2024-11-17,"Boost",3,578
83270,2024-11-17,"Boost",1,174
77080,2024-11-17,"Weapon",1,18
70938,2024-11-17,"Weapon",1,54
79893,2024-12-12,"Weapon",2,1326
76122,2024-12-12,"Weapon",1,57
74407,2024-12-12,"Weapon",4,280
83370,2024-12-12,"Weapon",2,435
86939,2024-12-21,"Weapon",1,280
95431,2024-12-21,"Boost",1,180
75620,2024-12-21,"Weapon",1,90
90075,2024-12-21,"Boost",3,735
80307,2024-12-21,"Gear",1,15192
95384,2024-12-21,"Boost",1,5
75177,2024-10-16,"Boost",13,7410
81872,2024-10-16,"Weapon",1,288
87551,2024-10-16,"Weapon",1,36
88931,2024-10-16,"Weapon",1,1740
72024,2024-11-12,"Boost",1,7000
95523,2024-11-12,"Boost",3,342
92934,2024-11-12,"Weapon",6,648
83732,2024-11-14,"Boost",3,270
91126,2024-11-14,"Weapon",1,1078
71378,2024-11-14,"Boost",3,114
72563,2024-11-14,"Boost",1,72
85264,2024-11-14,"Boost",1,120
92834,2024-11-14,"Weapon",2,27
86257,2024-11-26,"Gear",1,40200
91726,2024-11-26,"Weapon",3,378
93857,2024-11-26,"Weapon",1,600
95310,2024-11-26,"Boost",2,150
72306,2024-10-19,"Boost",3,273
76922,2024-10-19,"Boost",10,3143
72024,2024-12-05,"Weapon",5,2280
70015,2024-12-05,"Weapon",1,3594
94632,2024-12-05,"Weapon",1,22
76266,2024-12-30,"Weapon",1,16
70151,2024-12-30,"Boost",2,70
70471,2024-12-30,"Boost",3,165
95807,2024-12-30,"Boost",1,60
85963,2024-10-27,"Boost",5,455
72024,2024-10-27,"Weapon",1,152
91354,2024-10-27,"Boost",1,120
71819,2024-10-27,"Boost",3,310
70538,2024-10-27,"Boost",1,42
72367,2024-10-27,"Boost",1,120
96035,2024-10-29,"Gear",1,1750
72387,2024-10-29,"Weapon",1,34
76552,2024-10-01,"Boost",3,585
95671,2024-11-24,"Weapon",1,28
75089,2024-11-24,"Boost",4,160
86611,2024-11-24,"Boost",1,70
90915,2024-10-11,"Gear",1,32000
88745,2024-10-11,"Weapon",1,4
91818,2024-10-21,"Weapon",1,3383
69788,2024-10-21,"Weapon",2,80
90286,2024-12-20,"Boost",1,16
78869,2024-12-20,"Weapon",1,4
86599,2024-12-20,"Weapon",1,2400
82919,2024-12-20,"Weapon",5,898
81467,2024-11-04,"Weapon",1,1300
73902,2024-11-04,"Weapon",1,24
84766,2024-11-04,"Boost",1,297
80634,2024-11-04,"Boost",1,550
79583,2024-11-04,"Boost",10,665
69674,2024-11-08,"Boost",2,2030
71296,2024-11-08,"Weapon",3,20
88106,2024-10-23,"Boost",1,297
89551,2024-10-30,"Weapon",2,36
92446,2024-12-13,"Boost",1,54
97232,2024-12-13,"Weapon",8,9541
97402,2024-12-13,"Weapon",1,1300
78362,2024-12-13,"Weapon",3,975
92393,2024-12-13,"Boost",1,26
74235,2024-12-23,"Weapon",1,64
70702,2024-12-23,"Gear",1,23100
93889,2024-12-23,"Boost",3,48
96789,2024-12-29,"Boost",3,3817
77403,2024-12-29,"Boost",1,66
71879,2024-12-29,"Weapon",3,66
71040,2024-12-29,"Weapon",2,294
91747,2024-12-29,"Boost",1,4000
82237,2024-12-29,"Boost",4,144
92580,2024-12-29,"Boost",1,30
87214,2024-12-26,"Weapon",1,26100
96378,2024-12-26,"Weapon",1,5997
74357,2024-12-26,"Boost",2,56
73879,2024-11-20,"Weapon",1,1932
87837,2024-11-20,"Weapon",1,48
91015,2024-11-20,"Boost",1,28
79184,2024-11-20,"Weapon",1,36
71906,2024-12-04,"Boost",1,80
96006,2024-12-04,"Boost",1,869
84513,2024-10-06,"Boost",1,36
84803,2024-10-06,"Boost",1,16
71613,2024-11-19,"Boost",1,1526
79842,2024-11-19,"Boost",2,138
90792,2024-11-19,"Boost",2,120
77303,2024-11-19,"Weapon",2,380
93214,2024-12-01,"Weapon",1,8
71261,2024-12-01,"Weapon",1,864
88296,2024-10-14,"Weapon",2,567
70263,2024-10-14,"Boost",2,165
83159,2024-10-14,"Boost",1,75
79392,2024-10-31,"Boost",1,374
75357,2024-12-10,"Weapon",1,6
71404,2024-11-22,"Weapon",15,74360
74896,2024-11-22,"Boost",2,110
92824,2024-11-22,"Weapon",3,82
93446,2024-11-10,"Weapon",1,600
77303,2024-11-10,"Weapon",1,30
84778,2024-11-10,"Boost",1,6
94816,2024-11-10,"Boost",1,75
71040,2024-11-10,"Boost",1,5
82408,2024-11-18,"Weapon",1,700
96559,2024-11-18,"Boost",1,21
93514,2024-10-07,"Boost",2,660
80053,2024-10-07,"Boost",2,441
69350,2024-10-02,"Weapon",1,50
73081,2024-10-02,"Boost",5,72
89004,2024-10-02,"Weapon",1,16
93321,2024-12-02,"Weapon",1,2388
93365,2024-12-27,"Weapon",1,3700
75729,2024-12-27,"Weapon",1,846
94677,2024-12-27,"Boost",1,1199
73768,2024-10-25,"Weapon",1,12
95203,2024-10-25,"Boost",2,108
71613,2024-11-25,"Boost",4,3654
86176,2024-11-25,"Weapon",1,700
89000,2024-12-17,"Boost",1,65
94738,2024-12-17,"Weapon",2,322
95861,2024-12-17,"Boost",1,6000
76188,2024-12-17,"Weapon",1,100
91283,2024-12-17,"Boost",3,26
79405,2024-12-24,"Boost",1,5014
93804,2024-12-24,"Boost",2,2196
72139,2024-12-24,"Boost",1,654
97493,2024-11-07,"Weapon",1,22
87882,2024-11-07,"Weapon",1,75
82438,2024-11-07,"Boost",1,16
74755,2024-11-11,"Boost",2,375
84428,2024-11-11,"Weapon",1,36
89273,2024-11-11,"Boost",1,150
82037,2024-11-11,"Weapon",11,119339
97493,2024-11-11,"Boost",2,330
89337,2024-11-11,"Weapon",2,1984
97310,2024-11-11,"Weapon",1,4
70404,2024-11-02,"Weapon",2,1650
79570,2024-11-02,"Boost",5,845
73391,2024-11-02,"Weapon",1,10
74307,2024-11-28,"Boost",1,3488
95654,2024-11-30,"Boost",2,168
74354,2024-11-30,"Boost",3,735
93120,2024-12-25,"Weapon",2,950
88072,2024-12-25,"Weapon",5,558
72592,2024-12-25,"Weapon",1,14
77906,2024-10-26,"Boost",3,19485
90120,2024-10-26,"Boost",3,225
81718,2024-10-26,"Weapon",12,100564
81694,2024-10-26,"Boost",1,465
89525,2024-10-26,"Weapon",1,400
76314,2024-10-26,"Boost",1,147
96496,2024-10-03,"Boost",1,184
94951,2024-10-03,"Weapon",2,30
70657,2024-10-03,"Boost",1,90
81735,2024-11-21,"Weapon",3,360
88013,2024-11-21,"Boost",1,72
86500,2024-11-21,"Weapon",1,75
89389,2024-11-21,"Weapon",5,3096
76094,2024-11-21,"Boost",1,14
84962,2024-11-21,"Weapon",1,2
89920,2024-11-21,"Boost",1,75
86262,2024-11-21,"Weapon",1,180
96006,2024-11-16,"Boost",1,112
74257,2024-11-16,"Boost",2,1701
89944,2024-11-16,"Weapon",4,322
82672,2024-11-16,"Gear",1,61320
82362,2024-11-17,"Weapon",1,70
85418,2024-11-17,"Weapon",1,594
76079,2024-12-12,"Boost",1,60
85352,2024-12-12,"Weapon",1,90
91073,2024-12-12,"Weapon",1,140
69959,2024-12-12,"Weapon",1,10
87630,2024-12-21,"Boost",1,24
